,ID,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_review,Polarity,Score
159,95,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,comes with free gift,lume (ml):100,5,19-Feb-20,no,"['come', 'free', 'gift']",1,1
160,95,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,nicely protected packed,lume (ml):100,5,19-Feb-20,no,"['protect', 'pack']",1,1
161,95,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,yet to try,lume (ml):100,5,19-Feb-20,no,['try'],0,0
162,96,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Jacqueline,fast delivery and received in good condition,lume (ml):100,5,19-Feb-20,yes,"['fast', 'delivery', 'receive', 'good', 'condition']",1,2
163,97,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,looking good but haven t tried yet,lume (ml):100,5,19-Feb-20,yes,"['look', 'good', 'try']",1,1
164,98,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chua J.,softens hair and is not greasy,lume (ml):100,5,19-Feb-20,yes,"['soften', 'hair']",0,0
165,98,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chua J.,smell is mild,lume (ml):100,5,19-Feb-20,yes,[],0,0
166,99,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Hailey,good fast delivery,lume (ml):100,5,19-Feb-20,yes,"['good', 'fast', 'delivery']",1,2
167,100,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Gina S.,tried it,lume (ml):100,5,19-Feb-20,yes,['try'],0,0
168,100,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Gina S.,my hair is not so dry now,lume (ml):100,5,19-Feb-20,yes,"['hair', 'dry']",0,0
169,101,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Yeo W.,fast delivery,lume (ml):100,5,19-Feb-20,yes,"['fast', 'delivery']",1,1
170,102,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,good,lume (ml):100,5,19-Feb-20,yes,['good'],1,1
171,102,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,not oily,lume (ml):100,5,19-Feb-20,yes,[],0,0
172,103,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Joan O.,super fast delivery,lume (ml):100,5,19-Feb-20,yes,"['fast', 'delivery']",1,1
173,103,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Joan O.,will try it asap,lume (ml):100,5,19-Feb-20,yes,['try'],0,0
174,103,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Joan O.,but i have heard very good reviews,lume (ml):100,5,19-Feb-20,yes,"['hear', 'good', 'review']",1,1
175,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,product does its job but they shipped a bottle that was leaking,lume (ml):100,2,19-Feb-20,no,"['product', 'job', 'ship', 'bottle', 'leaking']",-1,-1
176,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,it wasnt the courier s fault since it was bubble wrapped and the leak was contained only in the bottle,lume (ml):100,2,19-Feb-20,no,"['courier', 'fault', 'bubble', 'wrap', 'leak', 'contain', 'bottle']",-1,-2
177,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,the pump is faulty too keeps leaking and getting stuck when pressed downwards,lume (ml):100,2,19-Feb-20,no,"['pump', 'keep', 'leak', 'get', 'stick', 'pressed', 'downward']",-1,-1
178,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,probably just a bad bottle or something,lume (ml):100,2,19-Feb-20,no,"['bad', 'bottle']",-1,-1
179,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,hard to handle the bottle now cause even after wiping it is still very oily and slippery,lume (ml):100,2,19-Feb-20,no,"['handle', 'bottle', 'cause', 'wipe', 'slippery']",0,0
180,104,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lee C.,shipped to the wrong address some more,lume (ml):100,2,19-Feb-20,no,"['ship', 'wrong', 'address']",-1,-1
181,105,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ALICE T.,all are good,lume (ml):100,5,19-Feb-20,no,['good'],1,1
182,105,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ALICE T.,good buy,lume (ml):100,5,19-Feb-20,no,"['good', 'buy']",1,1
183,106,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Nikki O.,the oil spilled around the bottle and the item come together with this item also affected,lume (ml):100,5,19-Feb-20,no,"['oil', 'spill', 'bottle', 'item', 'come', 'item', 'affect']",0,0
184,107,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Lazada Customer,product received in good condition as advertised,lume (ml):100,5,19-Feb-20,no,"['product', 'receive', 'good', 'condition', 'advertise']",1,1
185,108,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lokeyy871002 from www.tryandreview.com,i ve continuously applied before blow drying after my hair perm from last 2 weeks,lume (ml):100,5,19-Feb-20,no,"['apply', 'blow', 'drying', 'hair', 'last', 'week']",-1,-1
186,108,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lokeyy871002 from www.tryandreview.com,it make my hair looks so,lume (ml):100,5,19-Feb-20,no,"['make', 'hair', 'look']",0,0
187,108,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lokeyy871002 from www.tryandreview.com,soft bouncy and silky and it was not greasy and perform weightless finish,lume (ml):100,5,19-Feb-20,no,"['soft', 'perform', 'weightless', 'finish']",1,1
188,108,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lokeyy871002 from www.tryandreview.com,overall i would definitely recommend this for daily hair care or even instant restore hair nourishment,lume (ml):100,5,19-Feb-20,no,"['would', 'recommend', 'daily', 'hair', 'care', 'instant', 'restore', 'hair', 'nourishment']",1,2
189,109,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , nuraengelika_mua from www.tryandreview.com,i used to bleach 3 times and im using this oil for like a few months i do t remember how long and it slowly smoothed my hard hair,lume (ml):100,4,19-Feb-20,no,"['use', 'bleach', 'time', 'be', 'use', 'oil', 'month', 'remember', 'smooth', 'hard', 'hair']",0,0
190,110,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Anora2505 from www.tryandreview.com,my hair is frizzy but after applying the oil it keeps my hair in place,lume (ml):100,4,19-Feb-20,no,"['hair', 'frizzy', 'apply', 'oil', 'keep', 'hair', 'place']",0,0
191,110,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Anora2505 from www.tryandreview.com,it has a pleasant scent too not too strong,lume (ml):100,4,19-Feb-20,no,"['pleasant', 'scent', 'strong']",1,2
192,110,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Anora2505 from www.tryandreview.com,overall i like the product,lume (ml):100,4,19-Feb-20,no,['product'],0,0
193,111,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Belley89 from www.tryandreview.com,my hair is very fine brittle and frizzy as my hair is very damaged after dyeing multiple times,lume (ml):100,4,19-Feb-20,no,"['hair', 'frizzy', 'hair', 'damage', 'dyeing', 'multiple', 'time']",-1,-1
194,111,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Belley89 from www.tryandreview.com,however after using this for 1 week plus prior to blow drying my hair i notice how smooth my hair is right after and it looks shiny too,lume (ml):100,4,19-Feb-20,no,"['use', 'week', 'prior', 'blow', 'drying', 'hair', 'notice', 'smooth', 'hair', 'right', 'look', 'shiny']",1,2
195,111,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Belley89 from www.tryandreview.com,i used it for a long while to give an honest review,lume (ml):100,4,19-Feb-20,no,"['use', 'give', 'honest', 'review']",1,1
196,112,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Cherielim from www.tryandreview.com,tried this product suprised when receiving it,lume (ml):100,5,19-Feb-20,no,"['try', 'product', 'suprise', 'receiving']",0,0
197,112,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Cherielim from www.tryandreview.com,cause I am expecting a tester instead of actual product,lume (ml):100,5,19-Feb-20,no,"['expect', 'tester', 'actual', 'product']",0,0
198,112,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Cherielim from www.tryandreview.com,after using it my hair feel shiny amd smooth,lume (ml):100,5,19-Feb-20,no,"['use', 'hair', 'feel', 'shiny', 'smooth']",1,2
199,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,no wonder it is called extraordinary oil,lume (ml):100,5,19-Feb-20,no,"['wonder', 'call', 'extraordinary', 'oil']",1,2
200,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,it does wonders to my hair that even my colleagues can tell when i use it,lume (ml):100,5,19-Feb-20,no,"['wonder', 'hair', 'colleague', 'tell', 'use']",1,1
201,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,the oil is very light and quickly absorbed,lume (ml):100,5,19-Feb-20,no,"['oil', 'light', 'absorb']",0,0
202,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,it does not feel heavy or greasy and smells rather pleasant,lume (ml):100,5,19-Feb-20,no,"['feel', 'heavy', 'greasy', 'smell', 'pleasant']",-1,-1
203,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,my dry and crazy ends get tame very quickly and my hair stays on point the whole day,lume (ml):100,5,19-Feb-20,no,"['dry', 'crazy', 'end', 'get', 'tame', 'quickly', 'hair', 'stay', 'point', 'whole', 'day']",-1,-1
204,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,so much love for this product,lume (ml):100,5,19-Feb-20,no,"['much', 'love', 'product']",1,2
205,113,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , yleeyufang from www.tryandreview.com,the smaller size would be so convenient to bring out to apply after a swim,lume (ml):100,5,19-Feb-20,no,"['small', 'size', 'would', 'bring', 'apply', 'swim']",0,0
206,114,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chaitally from www.tryandreview.com,i use the oil before blow drying my hair,lume (ml):100,5,19-Feb-20,no,"['use', 'oil', 'blow', 'drying', 'hair']",-1,-1
207,114,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chaitally from www.tryandreview.com,not only does it protect my hair from the heat but it also helps tangle it making my hair fall lesser,lume (ml):100,5,19-Feb-20,no,"['help', 'tangle', 'make', 'hair', 'fall', 'less']",-1,-2
208,114,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chaitally from www.tryandreview.com,i love the way it provides smoothness and nourishment of a good oil without weighing my hair down,lume (ml):100,5,19-Feb-20,no,"['love', 'way', 'provide', 'smoothness', 'nourishment', 'good', 'oil', 'weigh', 'hair']",1,3
209,114,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Chaitally from www.tryandreview.com,absolutely love it,lume (ml):100,5,19-Feb-20,no,['love'],1,1
210,115,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , dgsy from www.tryandreview.com,suitable for bad hair day it enable me to change my haywire direction hairs to get back in place by just apply some of the oil serum and quick hair dryer blower,lume (ml):100,5,19-Feb-20,no,"['suitable', 'bad', 'hair', 'day', 'enable', 'change', 'haywire', 'direction', 'hair', 'get', 'place', 'apply', 'oil', 'serum', 'quick', 'hair', 'dryer']",-1,-1
211,115,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , dgsy from www.tryandreview.com,it is not oily after it is dry,lume (ml):100,5,19-Feb-20,no,['dry'],0,0
212,116,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Roushan from www.tryandreview.com,has a strong fragrant smell and does not make hair too oily 2 3 pumps is enough to make my frizzy and bleached hair smooth again,lume (ml):100,5,19-Feb-20,no,"['strong', 'fragrant', 'smell', 'make', 'hair', 'pump', 'make', 'frizzy', 'bleached', 'hair', 'smooth']",1,2
213,117,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lelaninada from www.tryandreview.com,i ve been using this for a week now,lume (ml):100,5,19-Feb-20,no,"['use', 'week']",0,0
214,117,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lelaninada from www.tryandreview.com,i apply this after shower and whenever i want to go out,lume (ml):100,5,19-Feb-20,no,"['apply', 'shower', 'want', 'go']",0,0
215,117,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lelaninada from www.tryandreview.com,this oil gives me the bouncy and curve effect without the need to blow and curl my hair,lume (ml):100,5,19-Feb-20,no,"['oil', 'give', 'bouncy', 'curve', 'effect', 'need', 'curl', 'hair']",0,0
216,117,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , lelaninada from www.tryandreview.com,suitable for someone who have dry hair after shower,lume (ml):100,5,19-Feb-20,no,"['suitable', 'dry', 'hair', 'shower']",1,1
217,118,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngshuying from www.tryandreview.com,i really like this product as it keeps my hair smooth and shiny through the day and not just in the morning,lume (ml):100,5,19-Feb-20,no,"['product', 'keep', 'hair', 'shiny', 'day', 'morning']",1,1
218,118,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngshuying from www.tryandreview.com,if also makes styling my hair a lot easier,lume (ml):100,5,19-Feb-20,no,"['make', 'style', 'hair', 'lot', 'easy']",1,1
219,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,i applied a bit oil on my hair about 30 minutes before washing and applied again before drying my hair with hair dryer,lume (ml):100,5,19-Feb-20,no,"['apply', 'bit', 'oil', 'hair', 'minute', 'wash', 'apply', 'drying', 'hair', 'hair']",0,0
220,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,omg the result is amazing,lume (ml):100,5,19-Feb-20,no,"['omg', 'result']",0,0
221,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,i love it,lume (ml):100,5,19-Feb-20,no,['love'],1,1
222,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,my hair is super soft and nourished after drying,lume (ml):100,5,19-Feb-20,no,"['hair', 'nourish', 'drying']",1,1
223,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,i love the feeling when i touch my hair,lume (ml):100,5,19-Feb-20,no,"['love', 'feel', 'touch', 'hair']",1,1
224,119,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , ZoeD from www.tryandreview.com,until the next day my hair is still soft,lume (ml):100,5,19-Feb-20,no,"['next', 'day', 'hair', 'soft']",1,1
225,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,i love the scent,lume (ml):100,5,19-Feb-20,no,"['love', 'scent']",1,1
226,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,it s pleasant yet not too over powering,lume (ml):100,5,19-Feb-20,no,"['pleasant', 'power']",1,1
227,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,i like the fact that there are 3 ways of application,lume (ml):100,5,19-Feb-20,no,"['fact', 'way', 'application']",0,0
228,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,i ve tried all 3 before writing this and i think it works well for all 3 ways,lume (ml):100,5,19-Feb-20,no,"['try', 'writing', 'think', 'work', 'way']",1,1
229,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,my hair is generally dry and gets tangled up after washing,lume (ml):100,5,19-Feb-20,no,"['hair', 'dry', 'get', 'tangle', 'washing']",-1,-1
230,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,but if apply the oil before shampooing i find there are less tangles yay,lume (ml):100,5,19-Feb-20,no,"['apply', 'oil', 'shampoo', 'find', 'less', 'tangle']",-1,-1
231,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,i use this together with my dyson hair dryer during blow dry and the effect is great,lume (ml):100,5,19-Feb-20,no,"['use', 'dry', 'effect', 'great']",1,1
232,120,L-oreal-Paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93 , Ngjuleen from www.tryandreview.com,hair looks shinier and healthier,lume (ml):100,5,19-Feb-20,no,"['hair', 'look']",0,0
